class_id,student_id,score
26,505,2.8
26,506,7.1
26,507,3.0
26,508,9.2
26,509,4.7
26,510,2.7
26,511,5.5
26,512,4.8
26,513,0.1
26,514,3.3
26,515,4.8
26,516,1.3
26,517,7.6
26,518,8.3
26,519,7.1
26,520,5.1
27,521,0.7
27,522,0.5
27,523,2.2
27,524,0.5
27,525,0.9
27,526,1.0
27,527,1.5
27,528,1.1
27,529,8.9
27,530,4.4
27,531,9.0
27,532,9.8
27,533,5.2
27,534,4.2
27,535,1.9
27,536,6.3
27,537,1.7
27,538,0.6
27,539,1.9
27,540,7.0
28,541,8.2
28,542,1.2
28,543,0.7
28,544,3.5
28,545,8.3
28,546,7.6
28,547,9.0
28,548,8.8
28,549,9.2
28,550,7.0
28,551,3.2
28,552,5.6
28,553,7.3
28,554,5.8
28,555,7.6
28,556,6.8
28,557,7.5
28,558,2.6
28,559,1.6
28,560,2.8
29,561,8.9
29,562,9.7
29,563,3.4
29,564,4.6
29,565,8.1
29,566,1.4
29,567,1.5
29,568,7.4
29,569,7.5
29,570,8.5
29,571,0.1
29,572,9.3
29,573,2.3
29,574,3.4
29,575,0.7
29,576,5.7
29,577,8.4
29,578,1.7
29,579,4.2
29,580,6.3
30,581,2.1
30,582,9.9
30,583,9.7
30,584,5.2
30,585,8.0
30,586,2.2
30,587,1.2
30,588,9.5
30,589,0.1
30,590,8.4
30,591,4.7
30,592,4.0
30,593,9.3
30,594,9.5
30,595,1.3
30,596,3.5
30,597,5.3
30,598,4.9
30,599,8.8
30,600,4.3
31,601,5.7
31,602,6.9
31,603,5.4
31,604,3.8
31,605,8.6
31,606,6.4
31,607,9.5
31,608,4.1
31,609,2.0
31,610,2.3
31,611,8.2
31,612,7.8
31,613,3.0
31,614,2.1
31,615,3.0
31,616,7.2
31,617,4.4
31,618,6.9
31,619,9.6
31,620,5.2
32,621,7.7
32,622,1.4
32,623,3.1
32,624,8.9
32,625,1.3
32,626,2.9
32,627,8.1
32,628,5.1
32,629,9.8
32,630,0.7
32,631,1.9
32,632,1.8
32,633,2.3
32,634,5.8
32,635,4.1
32,636,5.0
32,637,5.6
32,638,9.2
32,639,2.1
32,640,6.0
33,641,2.0
33,642,3.8
33,643,7.1
33,644,9.6
33,645,7.9
33,646,1.6
33,647,4.8
33,648,7.4
33,649,9.6
33,650,6.1
33,651,3.4
33,652,8.9
33,653,6.5
33,654,4.7
33,655,5.8
33,656,7.3
33,657,8.2
33,658,7.0
33,659,8.9
33,660,6.7
34,661,4.5
34,662,1.6
34,663,9.0
34,664,9.1
34,665,2.0
34,666,6.8
34,667,2.9
34,668,5.1
34,669,3.3
34,670,4.2
34,671,8.9
34,672,8.0
34,673,3.9
34,674,4.9
34,675,9.1
34,676,6.6
34,677,2.4
34,678,0.8
34,679,3.6
34,680,7.3
35,681,1.4
35,682,9.9
35,683,5.3
35,684,4.4
35,685,3.5
35,686,8.4
35,687,7.2
35,688,8.2
35,689,1.8
35,690,5.6
35,691,1.5
35,692,8.0
35,693,3.9
35,694,7.9
35,695,9.0
35,696,2.0
35,697,7.6
35,698,7.8
35,699,7.3
35,700,3.7
36,701,9.8
36,702,6.1
36,703,7.3
36,704,6.2
36,705,2.6
36,706,9.1
36,707,2.4
36,708,2.7
36,709,1.6
36,710,1.6
36,711,4.1
36,712,8.8
36,713,5.7
36,714,3.1
36,715,2.9
36,716,9.4
36,717,0.2
36,718,9.3
36,719,7.5
36,720,4.5
37,721,8.9
37,722,8.2
37,723,7.3
37,724,3.5
37,725,2.0
37,726,0.8
37,727,0.6
37,728,2.3
37,729,7.4
37,730,1.5
37,731,4.6
37,732,1.8
37,733,1.7
37,734,4.5
37,735,6.2
37,736,0.6
37,737,3.9
37,738,0.7
37,739,8.5
37,740,5.3
38,741,3.8
38,742,1.0
38,743,0.4
38,744,3.9
38,745,3.8
38,746,2.4
38,747,0.4
38,748,3.9
38,749,1.3
38,750,4.5
38,751,5.9
38,752,5.4
38,753,7.1
38,754,5.8
38,755,1.9
38,756,8.5
38,757,0.9
38,758,1.8
38,759,6.8
38,760,7.7
39,761,5.4
39,762,8.8
39,763,2.4
39,764,6.2
39,765,3.7
39,766,6.9
39,767,1.7
39,768,8.7
39,769,9.2
39,770,0.9
39,771,9.7
39,772,7.3
39,773,7.5
39,774,0.3
39,775,2.7
39,776,8.4
39,777,2.1
39,778,7.2
39,779,1.5
39,780,2.1
40,781,1.0
40,782,2.2
40,783,9.8
40,784,1.7
40,785,9.6
40,786,1.7
40,787,0.2
40,788,1.3
40,789,0.7
40,790,4.3
40,791,7.0
40,792,9.7
40,793,3.4
40,794,3.0
40,795,0.6
40,796,5.9
40,797,1.4
40,798,3.7
40,799,9.3
40,800,5.9
41,801,4.5
41,802,2.7
41,803,0.3
41,804,2.7
41,805,3.0
41,806,0.9
41,807,4.0
41,808,1.1
41,809,3.5
41,810,1.9
41,811,9.2
41,812,2.4
41,813,7.5
41,814,7.2
41,815,1.9
41,816,8.5
41,817,7.8
41,818,1.2
41,819,2.5
41,820,3.8
42,821,7.8
42,822,7.7
42,823,9.7
42,824,4.2
42,825,5.9
42,826,0.6
42,827,0.4
42,828,4.6
42,829,7.5
42,830,6.6
42,831,1.8
42,832,3.4
42,833,7.1
42,834,5.3
42,835,1.9
42,836,8.5
42,837,0.7
42,838,4.6
42,839,0.3
42,840,1.7
43,841,7.8
43,842,4.3
43,843,7.8
43,844,4.8
43,845,1.3
43,846,9.1
43,847,5.1
43,848,5.3
43,849,8.7
43,850,9.6
43,851,7.1
43,852,5.1
43,853,1.3
43,854,7.3
43,855,2.7
43,856,9.8
43,857,3.1
43,858,7.6
43,859,4.0
43,860,8.4
44,861,4.9
44,862,2.0
44,863,6.4
44,864,9.5
44,865,2.9
44,866,1.5
44,867,7.4
44,868,7.8
44,869,9.0
44,870,1.0
44,871,4.9
44,872,0.0
44,873,1.3
44,874,10.0
44,875,3.4
44,876,3.4
44,877,4.7
44,878,8.8
44,879,7.9
44,880,5.5
45,881,2.4
45,882,1.5
45,883,8.4
45,884,2.9
45,885,1.6
45,886,2.6
45,887,0.5
45,888,2.9
45,889,1.2
45,890,1.6
45,891,2.5
45,892,6.3
45,893,6.5
45,894,9.4
45,895,5.1
45,896,2.6
45,897,4.1
45,898,2.8
45,899,7.0
45,900,7.3
46,901,5.2
46,902,8.4
46,903,9.7
46,904,1.7
46,905,7.3
46,906,9.1
46,907,3.0
46,908,6.3
46,909,5.7
46,910,1.8
46,911,3.1
46,912,8.0
46,913,1.9
46,914,5.9
46,915,4.9
46,916,1.0
46,917,7.8
46,918,7.3
46,919,7.0
46,920,2.2
47,921,7.1
47,922,0.5
47,923,8.5
47,924,4.4
47,925,6.8
47,926,1.7
47,927,5.1
47,928,3.3
47,929,0.6
47,930,0.8
47,931,8.1
47,932,3.4
47,933,1.7
47,934,2.6
47,935,6.4
47,936,2.5
47,937,7.4
47,938,8.1
47,939,5.1
47,940,3.3
48,941,0.1
48,942,4.6
48,943,3.3
48,944,8.5
48,945,0.2
48,946,3.2
48,947,3.7
48,948,7.1
48,949,4.5
48,950,2.2
48,951,3.5
48,952,7.6
48,953,9.2
48,954,5.9
48,955,0.6
48,956,7.0
48,957,7.0
48,958,9.7
48,959,1.2
48,960,1.8
49,961,5.1
49,962,9.8
49,963,8.5
49,964,8.4
49,965,5.2
49,966,2.2
49,967,8.8
49,968,0.2
49,969,7.8
49,970,0.6
49,971,9.7
49,972,9.5
49,973,5.7
49,974,4.6
49,975,2.7
49,976,3.2
49,977,7.5
49,978,2.6
49,979,9.9
49,980,2.7
50,981,2.3
50,982,5.2
50,983,5.1
50,984,6.9
50,985,0.9
50,986,6.4
50,987,2.7
50,988,9.1
50,989,7.5
50,990,1.0
50,991,0.2
50,992,8.9
50,993,7.2
50,994,7.4
50,995,0.5
50,996,8.6
50,997,9.1
50,998,0.6
50,999,5.2
50,1000,3.3
51,1001,2.1
51,1002,9.1
51,1003,6.6
51,1004,6.8
51,1005,5.8
51,1006,4.0
51,1007,7.0
51,1008,7.0
51,1009,2.9
51,1010,1.0
51,1011,8.0
51,1012,6.7
51,1013,5.5
51,1014,7.8
51,1015,3.9
51,1016,6.0
51,1017,8.5
51,1018,8.7
51,1019,3.5
51,1020,0.4
52,1021,0.1
52,1022,8.6
52,1023,2.7
52,1024,5.4
52,1025,5.5
52,1026,6.7
52,1027,7.1
52,1028,4.1
52,1029,4.6
52,1030,6.5
52,1031,7.6
52,1032,0.1
52,1033,3.5
52,1034,3.7
52,1035,2.2
52,1036,2.9
52,1037,2.3
52,1038,4.7
52,1039,8.4
52,1040,6.2
53,1041,0.2
53,1042,0.8
53,1043,4.8
53,1044,1.3
53,1045,6.0
53,1046,0.8
53,1047,6.5
53,1048,1.8
53,1049,4.0
53,1050,0.5
53,1051,0.8
53,1052,4.1
53,1053,2.9
53,1054,3.5
53,1055,0.8
53,1056,0.3
53,1057,8.5
53,1058,7.1
53,1059,7.3
53,1060,2.6
54,1061,9.2
54,1062,6.4
54,1063,7.7
54,1064,8.9
54,1065,5.7
54,1066,10.0
54,1067,9.3
54,1068,8.1
54,1069,3.1
54,1070,5.4
54,1071,9.6
54,1072,1.0
54,1073,5.8
54,1074,4.2
54,1075,1.4
54,1076,1.2
54,1077,8.3
54,1078,5.7
54,1079,4.6
54,1080,0.2
55,1081,4.1
55,1082,6.4
55,1083,4.0
55,1084,8.7
55,1085,0.6
55,1086,4.5
55,1087,8.6
55,1088,2.1
55,1089,0.9
55,1090,2.5
55,1091,5.2
55,1092,5.1
55,1093,5.8
55,1094,7.8
55,1095,9.9
55,1096,3.6
55,1097,8.7
55,1098,3.5
55,1099,1.4
55,1100,0.3
56,1101,4.6
56,1102,5.7
56,1103,3.4
56,1104,7.5
56,1105,6.4
56,1106,3.8
56,1107,8.1
56,1108,0.8
56,1109,8.7
56,1110,7.3
56,1111,4.4
56,1112,0.4
56,1113,7.1
56,1114,9.3
56,1115,0.6
56,1116,6.2
56,1117,8.6
56,1118,5.4
56,1119,10.0
56,1120,4.5
57,1121,0.4
57,1122,8.2
57,1123,4.9
57,1124,2.5
57,1125,5.9
57,1126,8.4
57,1127,6.9
57,1128,4.3
57,1129,3.0
57,1130,1.2
57,1131,3.5
57,1132,1.7
57,1133,3.1
57,1134,9.1
57,1135,4.3
57,1136,1.7
57,1137,0.2
57,1138,3.1
57,1139,5.8
57,1140,3.7
58,1141,2.8
58,1142,4.5
58,1143,7.6
58,1144,6.2
58,1145,9.4
58,1146,2.8
58,1147,5.7
58,1148,7.1
58,1149,8.0
58,1150,3.7
58,1151,1.3
58,1152,9.6
58,1153,3.1
58,1154,2.6
58,1155,5.5
58,1156,4.5
58,1157,4.5
58,1158,9.5
58,1159,0.5
58,1160,2.4
59,1161,6.2
59,1162,4.6
59,1163,4.8
59,1164,6.5
59,1165,6.3
59,1166,5.9
59,1167,1.7
59,1168,7.2
59,1169,0.0
59,1170,8.0
59,1171,8.1
59,1172,5.9
59,1173,4.5
59,1174,9.7
59,1175,1.4
59,1176,2.9
59,1177,8.9
59,1178,8.6
59,1179,1.2
59,1180,5.5
60,1181,8.1
60,1182,3.0
60,1183,2.6
60,1184,3.3
60,1185,8.5
60,1186,5.0
60,1187,4.3
60,1188,7.0
60,1189,9.0
60,1190,0.7
60,1191,8.5
60,1192,4.3
60,1193,5.5
60,1194,3.4
60,1195,9.2
60,1196,2.5
60,1197,3.3
60,1198,2.4
60,1199,6.8
60,1200,2.8
61,1201,9.4
61,1202,9.5
61,1203,4.9
61,1204,7.4
61,1205,3.0
61,1206,9.8
61,1207,0.9
61,1208,2.2
61,1209,3.1
61,1210,0.7
61,1211,8.3
61,1212,5.3
61,1213,5.9
61,1214,3.8
61,1215,6.5
61,1216,1.8
61,1217,5.5
61,1218,3.1
61,1219,8.2
61,1220,4.1
62,1221,6.4
62,1222,5.0
62,1223,6.4
62,1224,3.3
62,1225,2.7
62,1226,8.5
62,1227,4.7
62,1228,9.4
62,1229,5.7
62,1230,9.6
62,1231,8.8
62,1232,9.2
62,1233,8.4
62,1234,6.3
62,1235,4.3
62,1236,6.7
62,1237,9.9
62,1238,8.7
62,1239,1.4
62,1240,6.5
63,1241,4.5
63,1242,1.4
63,1243,3.3
63,1244,9.8
63,1245,5.1
63,1246,5.9
63,1247,7.8
63,1248,3.4
63,1249,9.7
63,1250,9.6
63,1251,8.9
63,1252,3.5
63,1253,1.0
63,1254,6.9
63,1255,2.3
63,1256,8.4
63,1257,9.3
63,1258,6.5
63,1259,2.3
63,1260,2.8
64,1261,8.4
64,1262,2.3
64,1263,1.5
64,1264,8.5
64,1265,2.9
64,1266,7.5
64,1267,6.8
64,1268,0.9
64,1269,3.2
64,1270,4.4
64,1271,9.1
64,1272,6.5
64,1273,0.7
64,1274,3.8
64,1275,3.4
64,1276,7.5
64,1277,6.1
64,1278,4.0
64,1279,4.2
64,1280,3.0
65,1281,1.7
65,1282,7.2
65,1283,4.2
65,1284,0.3
65,1285,7.7
65,1286,0.6
65,1287,6.6
65,1288,1.2
65,1289,2.8
65,1290,3.6
65,1291,4.6
65,1292,8.5
65,1293,7.6
65,1294,9.8
65,1295,3.0
65,1296,0.7
65,1297,2.8
65,1298,3.1
65,1299,0.3
65,1300,1.7
66,1301,2.7
66,1302,10.0
66,1303,3.4
66,1304,9.8
66,1305,8.4
66,1306,1.9
66,1307,5.0
66,1308,4.9
66,1309,0.5
66,1310,1.0
66,1311,3.1
66,1312,6.3
66,1313,5.9
66,1314,1.7
66,1315,7.8
66,1316,4.8
66,1317,5.8
66,1318,4.6
66,1319,1.0
66,1320,8.0
67,1321,2.0
67,1322,8.9
67,1323,6.9
67,1324,2.2
67,1325,3.6
67,1326,6.3
67,1327,4.9
67,1328,1.6
67,1329,8.8
67,1330,0.5
67,1331,5.6
67,1332,6.7
67,1333,6.8
67,1334,9.0
67,1335,4.2
67,1336,5.2
67,1337,5.2
67,1338,5.3
67,1339,5.5
67,1340,6.4
68,1341,9.3
68,1342,5.7
68,1343,6.8
68,1344,8.7
68,1345,0.0
68,1346,0.3
68,1347,9.9
68,1348,9.7
68,1349,6.6
68,1350,0.5
68,1351,6.8
68,1352,1.2
68,1353,5.4
68,1354,4.5
68,1355,0.0
68,1356,4.6
68,1357,0.8
68,1358,0.7
68,1359,1.4
68,1360,0.1
69,1361,1.7
69,1362,6.2
69,1363,4.5
69,1364,7.5
69,1365,2.3
69,1366,7.2
69,1367,8.8
69,1368,7.2
69,1369,9.5
69,1370,2.3
69,1371,8.3
69,1372,0.6
69,1373,8.9
69,1374,2.2
69,1375,6.1
69,1376,3.3
69,1377,0.1
69,1378,5.4
69,1379,2.9
69,1380,5.2
70,1381,5.4
70,1382,7.7
70,1383,1.7
70,1384,1.0
70,1385,9.9
70,1386,5.0
70,1387,9.2
70,1388,2.1
70,1389,0.9
70,1390,2.0
70,1391,1.9
70,1392,1.2
70,1393,2.6
70,1394,6.3
70,1395,6.3
70,1396,5.6
70,1397,0.3
70,1398,2.0
70,1399,8.1
70,1400,7.5
71,1401,7.6
71,1402,4.3
71,1403,3.0
71,1404,7.4
71,1405,7.3
71,1406,4.7
71,1407,1.7
71,1408,2.3
71,1409,0.0
71,1410,7.1
71,1411,1.3
71,1412,1.0
71,1413,9.3
71,1414,4.5
71,1415,1.3
71,1416,8.6
71,1417,6.5
71,1418,4.7
71,1419,0.6
71,1420,5.9
72,1421,7.6
72,1422,4.8
72,1423,2.9
72,1424,1.4
72,1425,3.9
72,1426,2.4
72,1427,9.8
72,1428,2.9
72,1429,6.2
72,1430,1.7
72,1431,6.7
72,1432,5.4
72,1433,8.9
72,1434,0.5
72,1435,6.5
72,1436,4.7
72,1437,5.5
72,1438,9.2
72,1439,3.9
72,1440,6.1
73,1441,2.2
73,1442,6.6
73,1443,4.4
73,1444,5.5
73,1445,8.7
73,1446,2.0
73,1447,3.1
73,1448,1.8
73,1449,1.4
73,1450,8.3
73,1451,7.0
73,1452,1.5
73,1453,5.8
73,1454,5.2
73,1455,4.0
73,1456,8.9
73,1457,9.8
73,1458,3.9
73,1459,1.0
73,1460,2.8
74,1461,3.6
74,1462,3.8
74,1463,2.5
74,1464,3.8
74,1465,3.3
74,1466,7.7
74,1467,1.2
74,1468,6.2
74,1469,8.7
74,1470,7.2
74,1471,3.7
74,1472,7.7
74,1473,6.1
74,1474,2.2
74,1475,1.3
74,1476,8.7
74,1477,7.3
74,1478,6.1
74,1479,0.4
74,1480,9.7
75,1481,1.6
75,1482,0.1
75,1483,1.4
75,1484,8.1
75,1485,8.9
75,1486,1.4
75,1487,4.7
75,1488,4.7
75,1489,9.8
75,1490,0.3
75,1491,4.6
75,1492,6.0
75,1493,3.5
75,1494,9.6
75,1495,7.2
75,1496,2.8
75,1497,5.2
75,1498,7.6
75,1499,2.4
75,1500,1.6
76,1501,0.8
76,1502,1.4
76,1503,1.0
76,1504,6.5
76,1505,1.3
76,1506,5.2
76,1507,0.5
76,1508,3.0
76,1509,7.0
76,1510,9.8
76,1511,7.5
76,1512,5.3
76,1513,2.3
76,1514,2.2
76,1515,1.0
76,1516,5.7
76,1517,1.1
76,1518,8.1
76,1519,3.7
76,1520,7.1
77,1521,2.5
77,1522,1.5
77,1523,6.3
77,1524,4.8
77,1525,7.9
77,1526,1.1
77,1527,3.3
77,1528,0.7
77,1529,5.6
77,1530,0.4
77,1531,2.7
77,1532,9.0
77,1533,8.1
77,1534,3.4
77,1535,7.3
77,1536,7.6
77,1537,6.5
77,1538,2.3
77,1539,3.4
77,1540,1.2
78,1541,0.6
78,1542,9.4
78,1543,8.6
78,1544,0.2
78,1545,3.1
78,1546,9.6
78,1547,4.2
78,1548,5.4
78,1549,7.7
78,1550,4.0
78,1551,7.5
78,1552,8.9
78,1553,9.8
78,1554,1.9
78,1555,5.3
78,1556,4.0
78,1557,3.1
78,1558,6.4
78,1559,8.0
78,1560,2.7
79,1561,0.4
79,1562,6.8
79,1563,6.7
79,1564,2.0
79,1565,3.9
79,1566,1.7
79,1567,7.5
79,1568,7.9
79,1569,2.1
79,1570,9.4
79,1571,0.4
79,1572,4.9
79,1573,5.4
79,1574,7.5
79,1575,9.0
79,1576,4.7
79,1577,5.9
79,1578,9.6
79,1579,0.3
79,1580,1.0
80,1581,5.4
80,1582,7.6
80,1583,3.4
80,1584,8.3
80,1585,1.7
80,1586,0.1
80,1587,3.3
80,1588,3.4
80,1589,0.5
80,1590,3.2
80,1591,7.7
80,1592,1.4
80,1593,6.4
80,1594,8.9
80,1595,5.9
80,1596,1.8
80,1597,2.3
80,1598,9.7
80,1599,3.0
80,1600,4.2
81,1601,3.8
81,1602,8.4
81,1603,6.0
81,1604,5.2
81,1605,0.1
81,1606,4.8
81,1607,2.2
81,1608,7.3
81,1609,9.3
81,1610,7.0
81,1611,3.5
81,1612,1.1
81,1613,3.6
81,1614,7.6
81,1615,1.6
81,1616,2.4
81,1617,3.1
81,1618,7.2
81,1619,9.3
81,1620,5.4
82,1621,7.2
82,1622,8.2
82,1623,5.2
82,1624,9.6
82,1625,3.6
82,1626,1.3
82,1627,8.2
82,1628,4.1
82,1629,0.9
82,1630,8.4
82,1631,6.6
82,1632,5.6
82,1633,4.6
82,1634,2.0
82,1635,5.6
82,1636,6.2
82,1637,5.1
82,1638,3.5
82,1639,6.1
82,1640,3.3
83,1641,9.1
83,1642,4.1
83,1643,0.7
83,1644,6.4
83,1645,1.2
83,1646,0.7
83,1647,2.8
83,1648,7.8
83,1649,5.8
83,1650,1.9
83,1651,0.4
83,1652,6.8
83,1653,0.6
83,1654,2.2
83,1655,1.8
83,1656,8.7
83,1657,7.6
83,1658,4.6
83,1659,6.9
83,1660,3.7
84,1661,2.8
84,1662,2.0
84,1663,4.3
84,1664,0.6
